"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44","adminCanNotCreateWithInvalidDataTest()","","Sat Feb 14 11:58:48 UTC 2026","broken","Sat Feb 14 11:58:48 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanNotCreateWithInvalidDataTest"
"","65","adminCanCreateUserTest()","","Sat Feb 14 11:58:48 UTC 2026","broken","Sat Feb 14 11:58:48 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanCreateUserTest"
"","2795","transferWithInvalidData(Long, Long, Double, String) [3] User1ID=8, User2ID=9, amount=10000.1, errorValue=Transfer amount cannot exceed 10000","","Sat Feb 14 11:58:53 UTC 2026","passed","Sat Feb 14 11:58:56 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","3594","UsersDepositCorrectSum()","","Sat Feb 14 11:58:48 UTC 2026","passed","Sat Feb 14 11:58:51 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","5119","tranfserValidSumm()","","Sat Feb 14 11:58:50 UTC 2026","passed","Sat Feb 14 11:58:55 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","tranfserValidSumm"
"","4311","transferWithInvalidData(Long, Long, Double, String) [2] User1ID=8, User2ID=9, amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 11:58:51 UTC 2026","passed","Sat Feb 14 11:58:55 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","448","getAllUsersAsList()","","Sat Feb 14 11:58:48 UTC 2026","passed","Sat Feb 14 11:58:48 UTC 2026","","Iteration_2.api.GetAllUsersTest","Iteration_2.api.GetAllUsersTest","getAllUsersAsList"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Sat Feb 14 11:58:48 UTC 2026","skipped","Sat Feb 14 11:58:48 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","127","adminCanLoginWithCorrectDataTest()","","Sat Feb 14 11:58:48 UTC 2026","broken","Sat Feb 14 11:58:48 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","4072","depositToForeignAcc()","","Sat Feb 14 11:58:50 UTC 2026","passed","Sat Feb 14 11:58:54 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToForeignAcc"
"","5169","transferWithBalanceLessTransferSumm()","","Sat Feb 14 11:58:50 UTC 2026","passed","Sat Feb 14 11:58:55 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithBalanceLessTransferSumm"
"","2247","transferToNonExistAcc()","","Sat Feb 14 11:58:45 UTC 2026","broken","Sat Feb 14 11:58:48 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","0","transferWithInvalidData(Double, String)","","Sat Feb 14 11:58:49 UTC 2026","skipped","Sat Feb 14 11:58:49 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","transferWithInvalidData"
"","0","changeNameWithIncorrectData()","","Sat Feb 14 11:58:44 UTC 2026","skipped","Sat Feb 14 11:58:44 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","2746","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 11:58:51 UTC 2026","passed","Sat Feb 14 11:58:54 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","3317","transferWIthCorrectValue()","","Sat Feb 14 11:58:44 UTC 2026","broken","Sat Feb 14 11:58:48 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","485","depositInvalidValue()","","Sat Feb 14 11:58:48 UTC 2026","broken","Sat Feb 14 11:58:48 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","1502","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Feb 14 11:58:48 UTC 2026","passed","Sat Feb 14 11:58:50 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","6273","depositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","Sat Feb 14 11:58:45 UTC 2026","passed","Sat Feb 14 11:58:51 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","2962","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Sat Feb 14 11:58:50 UTC 2026","passed","Sat Feb 14 11:58:53 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
