"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7111","depositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","Fri Feb 13 21:09:16 UTC 2026","passed","Fri Feb 13 21:09:23 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","0","testTransferWithFraudCheck()","","Fri Feb 13 21:09:22 UTC 2026","skipped","Fri Feb 13 21:09:22 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","2303","transferWithInvalidData(Long, Long, Double, String) [2] User1ID=6, User2ID=7, amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Fri Feb 13 21:09:26 UTC 2026","passed","Fri Feb 13 21:09:29 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","404","adminCanCreateUserWithCorrectData()","","Fri Feb 13 21:09:22 UTC 2026","passed","Fri Feb 13 21:09:22 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","615","depositInvalidValue()","","Fri Feb 13 21:09:20 UTC 2026","broken","Fri Feb 13 21:09:21 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","60","adminCanNotCreateWithInvalidDataTest()","","Fri Feb 13 21:09:21 UTC 2026","broken","Fri Feb 13 21:09:21 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanNotCreateWithInvalidDataTest"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Fri Feb 13 21:09:21 UTC 2026","skipped","Fri Feb 13 21:09:21 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","1816","depositToIncorrectAcc()","","Fri Feb 13 21:09:23 UTC 2026","passed","Fri Feb 13 21:09:25 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","4377","userCanCreateAccountTest()","","Fri Feb 13 21:09:16 UTC 2026","passed","Fri Feb 13 21:09:20 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","468","userCanLoginWithCorrectDataTest()","","Fri Feb 13 21:09:21 UTC 2026","broken","Fri Feb 13 21:09:22 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","3922","transferWIthCorrectValue()","","Fri Feb 13 21:09:16 UTC 2026","broken","Fri Feb 13 21:09:20 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","427","userCanCreateAccountTest()","","Fri Feb 13 21:09:21 UTC 2026","broken","Fri Feb 13 21:09:22 UTC 2026","","Iteration_1.ui.CreateAccountTest","Iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","1259","transferToNonExistAcc()","","Fri Feb 13 21:09:20 UTC 2026","broken","Fri Feb 13 21:09:21 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","0","transferWithInvalidData(Double, String)","","Fri Feb 13 21:09:22 UTC 2026","skipped","Fri Feb 13 21:09:22 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","transferWithInvalidData"
"","2343","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Fri Feb 13 21:09:23 UTC 2026","passed","Fri Feb 13 21:09:26 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","3922","userCreateDeposit()","","Fri Feb 13 21:09:16 UTC 2026","broken","Fri Feb 13 21:09:20 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","userCreateDeposit"
"","129","adminCanLoginWithCorrectDataTest()","","Fri Feb 13 21:09:21 UTC 2026","broken","Fri Feb 13 21:09:21 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","4783","tranfserValidSumm()","","Fri Feb 13 21:09:23 UTC 2026","passed","Fri Feb 13 21:09:27 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","tranfserValidSumm"
"","321","adminCanGenerateAuthTokenTest()","","Fri Feb 13 21:09:22 UTC 2026","passed","Fri Feb 13 21:09:22 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","2069","transferWithInvalidData(Long, Long, Double, String) [1] User1ID=6, User2ID=7, amount=-0.1, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Fri Feb 13 21:09:27 UTC 2026","passed","Fri Feb 13 21:09:29 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","0","UpdateCustomerProfile()","","Fri Feb 13 21:09:21 UTC 2026","skipped","Fri Feb 13 21:09:21 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","1751","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Fri Feb 13 21:09:21 UTC 2026","passed","Fri Feb 13 21:09:22 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
