"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","343","getAllUsersAsList()","","Sat Feb 14 13:26:19 UTC 2026","passed","Sat Feb 14 13:26:19 UTC 2026","","Iteration_2.api.GetAllUsersTest","Iteration_2.api.GetAllUsersTest","getAllUsersAsList"
"","3695","UsersDepositCorrectSum()","","Sat Feb 14 13:26:19 UTC 2026","passed","Sat Feb 14 13:26:23 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","2470","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 13:26:22 UTC 2026","passed","Sat Feb 14 13:26:25 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","513","userCanLoginWithCorrectDataTest()","","Sat Feb 14 13:26:20 UTC 2026","broken","Sat Feb 14 13:26:20 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","0","testTransferWithFraudCheck()","","Sat Feb 14 13:26:20 UTC 2026","skipped","Sat Feb 14 13:26:20 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","304","adminCanGenerateAuthTokenTest()","","Sat Feb 14 13:26:20 UTC 2026","passed","Sat Feb 14 13:26:21 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","4793","transferWithInvalidData(Long, Long, Double, String) [3] User1ID=6, User2ID=7, amount=10000.1, errorValue=Transfer amount cannot exceed 10000","","Sat Feb 14 13:26:20 UTC 2026","passed","Sat Feb 14 13:26:25 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","3729","transferWIthCorrectValue()","","Sat Feb 14 13:26:15 UTC 2026","broken","Sat Feb 14 13:26:19 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","391","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Feb 14 13:26:22 UTC 2026","passed","Sat Feb 14 13:26:22 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","2249","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Sat Feb 14 13:26:23 UTC 2026","passed","Sat Feb 14 13:26:25 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
